month,day,hora,estacion,cantidadpasos
2,12,2,ALB,36
2,12,2,AVE,608
2,12,2,DEL,555
2,12,2,ILL,316
2,12,3,ALB,23
2,12,3,AVE,535
2,12,3,DEL,530
2,12,3,ILL,298
2,12,4,ALB,39
2,12,4,AVE,768
2,12,4,DEL,795
2,12,4,ILL,384
2,12,5,ALB,140
2,12,5,AVE,2175
2,12,5,DEL,1756
2,12,5,ILL,902
2,12,6,ALB,337
2,12,6,AVE,5091
2,12,6,DEL,3379
2,12,6,ILL,2474
2,12,7,ALB,904
2,12,7,AVE,7150
2,12,7,DEL,4700
2,12,7,ILL,5543
2,12,8,ALB,1130
2,12,8,AVE,7521
2,12,8,DEL,5656
2,12,8,ILL,6010
2,12,9,ALB,1031
2,12,9,AVE,7090
2,12,9,DEL,5262
2,12,9,ILL,5304
2,12,10,ALB,864
2,12,10,AVE,7493
2,12,10,DEL,5475
2,12,10,ILL,4937
2,12,11,ALB,859
2,12,11,AVE,8063
2,12,11,DEL,5126
2,12,11,ILL,4474
2,12,12,ALB,875
2,12,12,AVE,8015
2,12,12,DEL,4975
2,12,12,ILL,4570
2,12,13,ALB,870
2,12,13,AVE,8080
2,12,13,DEL,5118
2,12,13,ILL,4364
2,12,14,ALB,857
2,12,14,AVE,8481
2,12,14,DEL,5170
2,12,14,ILL,4283
2,12,15,ALB,999
2,12,15,AVE,8784
2,12,15,DEL,5106
2,12,15,ILL,4181
2,12,16,ALB,950
2,12,16,AVE,8777
2,12,16,DEL,5002
2,12,16,ILL,4466
2,12,17,ALB,1036
2,12,17,AVE,8906
2,12,17,DEL,5176
2,12,17,ILL,5157
2,12,18,ALB,970
2,12,18,AVE,8977
2,12,18,DEL,5042
2,12,18,ILL,5378
2,12,19,ALB,782
2,12,19,AVE,7231
2,12,19,DEL,4389
2,12,19,ILL,3915
2,12,20,ALB,583
2,12,20,AVE,6623
2,12,20,DEL,3828
2,12,20,ILL,3154
2,12,21,ALB,435
2,12,21,AVE,4691
2,12,21,DEL,3139
2,12,21,ILL,2145
2,12,22,ALB,317
2,12,22,AVE,3175
2,12,22,DEL,2226
2,12,22,ILL,1483
2,12,23,ALB,217
2,12,23,AVE,2415
2,12,23,DEL,1606
2,12,23,ILL,1048
2,13,0,ALB,154
2,13,0,AVE,2008
2,13,0,DEL,1299
2,13,0,ILL,897
2,13,1,ALB,85
2,13,1,AVE,1273
2,13,1,DEL,800
2,13,1,ILL,509
2,13,2,ALB,61
2,13,2,AVE,653
2,13,2,DEL,575
2,13,2,ILL,305
2,13,3,ALB,32
2,13,3,AVE,558
2,13,3,DEL,529
2,13,3,ILL,321
2,13,4,ALB,50
2,13,4,AVE,853
2,13,4,DEL,777
2,13,4,ILL,402
2,13,5,ALB,134
2,13,5,AVE,2199
2,13,5,DEL,1761
2,13,5,ILL,911
2,13,6,ALB,363
2,13,6,AVE,5436
2,13,6,DEL,3117
2,13,6,ILL,2498
2,13,7,ALB,949
2,13,7,AVE,7579
2,13,7,DEL,5092
2,13,7,ILL,5652
2,13,8,ALB,1125
2,13,8,AVE,7579
2,13,8,DEL,5803
2,13,8,ILL,6243
2,13,9,ALB,1035
2,13,9,AVE,7032
2,13,9,DEL,5220
2,13,9,ILL,5544
2,13,10,ALB,880
2,13,10,AVE,7682
2,13,10,DEL,5344
2,13,10,ILL,4857
2,13,11,ALB,939
2,13,11,AVE,8015
2,13,11,DEL,5338
2,13,11,ILL,4666
2,13,12,ALB,936
2,13,12,AVE,7929
2,13,12,DEL,4983
2,13,12,ILL,4549
2,13,13,ALB,948
2,13,13,AVE,8083
2,13,13,DEL,5005
2,13,13,ILL,4420
2,13,14,ALB,951
2,13,14,AVE,9202
2,13,14,DEL,5077
2,13,14,ILL,4273
2,13,15,ALB,973
2,13,15,AVE,8563
2,13,15,DEL,4923
2,13,15,ILL,4324
2,13,16,ALB,968
2,13,16,AVE,9291
2,13,16,DEL,5163
2,13,16,ILL,4643
2,13,17,ALB,1090
2,13,17,AVE,9524
2,13,17,DEL,5230
2,13,17,ILL,5219
2,13,18,ALB,1010
2,13,18,AVE,9051
2,13,18,DEL,5065
2,13,18,ILL,5514
2,13,19,ALB,770
2,13,19,AVE,7274
2,13,19,DEL,4163
2,13,19,ILL,4072
2,13,20,ALB,680
2,13,20,AVE,6826
2,13,20,DEL,4129
2,13,20,ILL,3273
2,13,21,ALB,467
2,13,21,AVE,5228
2,13,21,DEL,3451
2,13,21,ILL,2141
2,13,22,ALB,292
2,13,22,AVE,3461
2,13,22,DEL,2237
2,13,22,ILL,1628
2,13,23,ALB,195
2,13,23,AVE,2741
2,13,23,DEL,1679
2,13,23,ILL,1234
2,14,0,ALB,186
2,14,0,AVE,2193
2,14,0,DEL,1342
2,14,0,ILL,1041
2,14,1,ALB,101
2,14,1,AVE,1514
2,14,1,DEL,943
2,14,1,ILL,625
2,14,2,ALB,47
2,14,2,AVE,862
2,14,2,DEL,765
2,14,2,ILL,417
2,14,3,ALB,35
2,14,3,AVE,719
2,14,3,DEL,747
2,14,3,ILL,363
2,14,4,ALB,53
2,14,4,AVE,1012
2,14,4,DEL,980
2,14,4,ILL,528
2,14,5,ALB,148
2,14,5,AVE,2526
2,14,5,DEL,1944
2,14,5,ILL,1017
2,14,6,ALB,394
2,14,6,AVE,5504
2,14,6,DEL,3536
2,14,6,ILL,2516
2,14,7,ALB,960
2,14,7,AVE,7359
2,14,7,DEL,5022
2,14,7,ILL,5452
2,14,8,ALB,1213
2,14,8,AVE,7802
2,14,8,DEL,5747
2,14,8,ILL,6131
2,14,9,ALB,1091
2,14,9,AVE,7234
2,14,9,DEL,5284
2,14,9,ILL,5147
2,14,10,ALB,958
2,14,10,AVE,7987
2,14,10,DEL,5416
2,14,10,ILL,4933
2,14,11,ALB,857
2,14,11,AVE,8281
2,14,11,DEL,5421
2,14,11,ILL,4709
2,14,12,ALB,806
2,14,12,AVE,8374
2,14,12,DEL,5472
2,14,12,ILL,4469
2,14,13,ALB,764
2,14,13,AVE,8435
2,14,13,DEL,5341
2,14,13,ILL,4741
2,14,14,ALB,939
2,14,14,AVE,9058
2,14,14,DEL,5575
2,14,14,ILL,4330
2,14,15,ALB,892
2,14,15,AVE,9376
2,14,15,DEL,5360
2,14,15,ILL,4899
2,14,16,ALB,773
2,14,16,AVE,9327
2,14,16,DEL,5471
2,14,16,ILL,4894
2,14,17,ALB,837
2,14,17,AVE,8905
2,14,17,DEL,5248
2,14,17,ILL,4974
2,14,18,ALB,890
2,14,18,AVE,9226
2,14,18,DEL,5584
2,14,18,ILL,5229
2,14,19,ALB,831
2,14,19,AVE,8752
2,14,19,DEL,5093
2,14,19,ILL,4443
2,14,20,ALB,866
2,14,20,AVE,8941
2,14,20,DEL,5516
2,14,20,ILL,3929
2,14,21,ALB,730
2,14,21,AVE,7291
2,14,21,DEL,4802
2,14,21,ILL,3171
2,14,22,ALB,432
2,14,22,AVE,4929
2,14,22,DEL,3283
2,14,22,ILL,2278
2,14,23,ALB,330
2,14,23,AVE,3611
2,14,23,DEL,2252
2,14,23,ILL,1725
2,15,0,ALB,317
2,15,0,AVE,4270
2,15,0,DEL,2372
2,15,0,ILL,1735
2,15,1,ALB,186
2,15,1,AVE,3245
2,15,1,DEL,1898
2,15,1,ILL,1298
2,15,2,ALB,147
2,15,2,AVE,2205
2,15,2,DEL,1404
2,15,2,ILL,962
2,15,3,ALB,117
2,15,3,AVE,1622
2,15,3,DEL,1062
2,15,3,ILL,700
2,15,4,ALB,138
2,15,4,AVE,1960
2,15,4,DEL,1222
2,15,4,ILL,830
2,15,5,ALB,220
2,15,5,AVE,2750
2,15,5,DEL,1880
2,15,5,ILL,1162
2,15,6,ALB,307
2,15,6,AVE,3609
2,15,6,DEL,2335
2,15,6,ILL,1565
2,15,7,ALB,517
2,15,7,AVE,4354
2,15,7,DEL,2989
2,15,7,ILL,1798
2,15,8,ALB,692
2,15,8,AVE,5202
2,15,8,DEL,3390
2,15,8,ILL,2088
2,15,9,ALB,768
2,15,9,AVE,5767
2,15,9,DEL,3771
2,15,9,ILL,2484
2,15,10,ALB,780
2,15,10,AVE,6213
2,15,10,DEL,4166
2,15,10,ILL,2921
2,15,11,ALB,723
2,15,11,AVE,6911
2,15,11,DEL,4431
2,15,11,ILL,3065
2,15,12,ALB,849
2,15,12,AVE,7077
2,15,12,DEL,4693
2,15,12,ILL,3284
2,15,13,ALB,754
2,15,13,AVE,6886
2,15,13,DEL,4402
2,15,13,ILL,3164
2,15,14,ALB,629
2,15,14,AVE,6160
2,15,14,DEL,3935
2,15,14,ILL,2746
2,15,15,ALB,588
2,15,15,AVE,5902
2,15,15,DEL,3580
2,15,15,ILL,2619
2,15,16,ALB,681
2,15,16,AVE,6099
2,15,16,DEL,3586
2,15,16,ILL,2726
2,15,17,ALB,698
2,15,17,AVE,5208
2,15,17,DEL,3038
2,15,17,ILL,2795
2,15,18,ALB,701
2,15,18,AVE,6848
2,15,18,DEL,3888
2,15,18,ILL,2939
2,15,19,ALB,729
2,15,19,AVE,7388
2,15,19,DEL,4228
2,15,19,ILL,3233
2,15,20,ALB,846
2,15,20,AVE,7663
2,15,20,DEL,4726
2,15,20,ILL,3460
2,15,21,ALB,685
2,15,21,AVE,6710
2,15,21,DEL,4040
2,15,21,ILL,2802
2,15,22,ALB,480
2,15,22,AVE,5232
2,15,22,DEL,2967
2,15,22,ILL,1902
2,15,23,ALB,344
2,15,23,AVE,3781
2,15,23,DEL,2418
2,15,23,ILL,1412
2,16,0,ALB,301
2,16,0,AVE,3602
2,16,0,DEL,2143
2,16,0,ILL,1359
2,16,1,ALB,303
2,16,1,AVE,3490
2,16,1,DEL,2095
2,16,1,ILL,1368
2,16,2,ALB,213
2,16,2,AVE,2644
2,16,2,DEL,1573
2,16,2,ILL,1197
2,16,3,ALB,111
2,16,3,AVE,1829
2,16,3,DEL,1170
2,16,3,ILL,902
2,16,4,ALB,98
2,16,4,AVE,1613
2,16,4,DEL,1176
2,16,4,ILL,754
2,16,5,ALB,159
2,16,5,AVE,2038
2,16,5,DEL,1545
2,16,5,ILL,1006
2,16,6,ALB,220
2,16,6,AVE,2559
2,16,6,DEL,1832
2,16,6,ILL,1230
2,16,7,ALB,218
2,16,7,AVE,2581
2,16,7,DEL,1737
2,16,7,ILL,1169
2,16,8,ALB,257
2,16,8,AVE,2540
2,16,8,DEL,1875
2,16,8,ILL,1149
2,16,9,ALB,287
2,16,9,AVE,2947
2,16,9,DEL,2163
2,16,9,ILL,1398
2,16,10,ALB,364
2,16,10,AVE,3944
2,16,10,DEL,2732
2,16,10,ILL,1746
2,16,11,ALB,473
2,16,11,AVE,4825
2,16,11,DEL,3359
2,16,11,ILL,2156
2,16,12,ALB,589
2,16,12,AVE,5827
2,16,12,DEL,3789
2,16,12,ILL,2742
2,16,13,ALB,566
2,16,13,AVE,5149
2,16,13,DEL,3469
2,16,13,ILL,2456
2,16,14,ALB,459
2,16,14,AVE,4113
2,16,14,DEL,2928
2,16,14,ILL,2055
2,16,15,ALB,492
2,16,15,AVE,4503
2,16,15,DEL,2986
2,16,15,ILL,2382
2,16,16,ALB,613
2,16,16,AVE,5598
2,16,16,DEL,3306
2,16,16,ILL,2787
2,16,17,ALB,623
2,16,17,AVE,6004
2,16,17,DEL,3858
2,16,17,ILL,3187
2,16,18,ALB,648
2,16,18,AVE,6359
2,16,18,DEL,4224
2,16,18,ILL,3180
2,16,19,ALB,631
2,16,19,AVE,6625
2,16,19,DEL,4478
2,16,19,ILL,3295
2,16,20,ALB,562
2,16,20,AVE,6760
2,16,20,DEL,4616
2,16,20,ILL,3224
2,16,21,ALB,457
2,16,21,AVE,5899
2,16,21,DEL,4135
2,16,21,ILL,2694
2,16,22,ALB,370
2,16,22,AVE,4615
2,16,22,DEL,3230
2,16,22,ILL,1987
2,16,23,ALB,289
2,16,23,AVE,3842
2,16,23,DEL,2319
2,16,23,ILL,1683
2,17,0,ALB,221
2,17,0,AVE,2745
2,17,0,DEL,1718
2,17,0,ILL,1064
2,17,1,ALB,114
2,17,1,AVE,1598
2,17,1,DEL,1018
2,17,1,ILL,637
2,17,2,ALB,55
2,17,2,AVE,978
2,17,2,DEL,777
2,17,2,ILL,369
2,17,3,ALB,47
2,17,3,AVE,700
2,17,3,DEL,738
2,17,3,ILL,344
2,17,4,ALB,53
2,17,4,AVE,979
2,17,4,DEL,997
2,17,4,ILL,548
2,17,5,ALB,134
2,17,5,AVE,2564
2,17,5,DEL,1934
2,17,5,ILL,1194
2,17,6,ALB,431
2,17,6,AVE,5794
2,17,6,DEL,3562
2,17,6,ILL,2772
2,17,7,ALB,902
2,17,7,AVE,7440
2,17,7,DEL,5418
2,17,7,ILL,5582
2,17,8,ALB,1176
2,17,8,AVE,7483
2,17,8,DEL,6076
2,17,8,ILL,6376
2,17,9,ALB,1023
2,17,9,AVE,6606
2,17,9,DEL,5063
2,17,9,ILL,5666
2,17,10,ALB,850
2,17,10,AVE,7171
2,17,10,DEL,5043
2,17,10,ILL,4796
2,17,11,ALB,703
2,17,11,AVE,7302
2,17,11,DEL,4807
2,17,11,ILL,4478
2,17,12,ALB,700
2,17,12,AVE,7510
2,17,12,DEL,4681
2,17,12,ILL,4206
2,17,13,ALB,940
2,17,13,AVE,8216
2,17,13,DEL,4925
2,17,13,ILL,4220
2,17,14,ALB,836
2,17,14,AVE,8076
2,17,14,DEL,4941
2,17,14,ILL,4043
2,17,15,ALB,868
2,17,15,AVE,8433
2,17,15,DEL,4821
2,17,15,ILL,4029
2,17,16,ALB,964
2,17,16,AVE,8758
2,17,16,DEL,4980
2,17,16,ILL,4366
2,17,17,ALB,1002
2,17,17,AVE,8793
2,17,17,DEL,5101
2,17,17,ILL,5040
2,17,18,ALB,903
2,17,18,AVE,8884
2,17,18,DEL,4772
2,17,18,ILL,5550
2,17,19,ALB,697
2,17,19,AVE,6847
2,17,19,DEL,4168
2,17,19,ILL,4176
2,17,20,ALB,541
2,17,20,AVE,6130
2,17,20,DEL,3807
2,17,20,ILL,2864
2,17,21,ALB,399
2,17,21,AVE,4353
2,17,21,DEL,2908
2,17,21,ILL,1941
2,17,22,ALB,228
2,17,22,AVE,2895
2,17,22,DEL,1966
2,17,22,ILL,1310
2,17,23,ALB,136
2,17,23,AVE,2009
2,17,23,DEL,1297
2,17,23,ILL,1001
2,18,0,ALB,131
2,18,0,AVE,1523
2,18,0,DEL,1072
2,18,0,ILL,734
2,18,1,ALB,66
2,18,1,AVE,973
2,18,1,DEL,772
2,18,1,ILL,394
2,18,2,ALB,45
2,18,2,AVE,554
2,18,2,DEL,493
2,18,2,ILL,290
2,18,3,ALB,22
2,18,3,AVE,489
2,18,3,DEL,499
2,18,3,ILL,290
2,18,4,ALB,30
2,18,4,AVE,788
2,18,4,DEL,824
2,18,4,ILL,347
2,18,5,ALB,121
2,18,5,AVE,2208
2,18,5,DEL,1731
2,18,5,ILL,919
2,18,6,ALB,348
2,18,6,AVE,5303
2,18,6,DEL,3305
2,18,6,ILL,2552
2,18,7,ALB,883
2,18,7,AVE,7211
2,18,7,DEL,5135
2,18,7,ILL,5882
2,18,8,ALB,1078
2,18,8,AVE,6951
2,18,8,DEL,5819
2,18,8,ILL,5971
2,18,9,ALB,1135
2,18,9,AVE,6867
2,18,9,DEL,5161
2,18,9,ILL,5238
2,18,10,ALB,863
2,18,10,AVE,7280
2,18,10,DEL,5085
2,18,10,ILL,4760
2,18,11,ALB,785
2,18,11,AVE,7444
2,18,11,DEL,5232
2,18,11,ILL,4870
2,18,12,ALB,835
2,18,12,AVE,8195
2,18,12,DEL,5206
2,18,12,ILL,4612
2,18,13,ALB,873
2,18,13,AVE,8054
2,18,13,DEL,5014
2,18,13,ILL,4320
2,18,14,ALB,868
2,18,14,AVE,8204
2,18,14,DEL,4920
2,18,14,ILL,4246
2,18,15,ALB,897
2,18,15,AVE,8487
2,18,15,DEL,4772
2,18,15,ILL,4188
2,18,16,ALB,911
2,18,16,AVE,9247
2,18,16,DEL,4760
2,18,16,ILL,4385
2,18,17,ALB,1005
2,18,17,AVE,8873
2,18,17,DEL,5050
2,18,17,ILL,4813
2,18,18,ALB,951
2,18,18,AVE,9217
2,18,18,DEL,4896
2,18,18,ILL,5696
2,18,19,ALB,703
2,18,19,AVE,7520
2,18,19,DEL,4155
2,18,19,ILL,4417
2,18,20,ALB,616
2,18,20,AVE,6732
2,18,20,DEL,3988
2,18,20,ILL,3176
2,18,21,ALB,393
2,18,21,AVE,4456
2,18,21,DEL,3119
2,18,21,ILL,1957
2,18,22,ALB,218
2,18,22,AVE,2931
2,18,22,DEL,1979
2,18,22,ILL,1292
2,18,23,ALB,238
2,18,23,AVE,2614
2,18,23,DEL,1493
2,18,23,ILL,1183
2,19,0,ALB,184
2,19,0,AVE,2551
2,19,0,DEL,1380
2,19,0,ILL,1055
2,19,1,ALB,69
2,19,1,AVE,1062
2,19,1,DEL,820
2,19,1,ILL,454
2,19,2,ALB,42
2,19,2,AVE,598
2,19,2,DEL,544
2,19,2,ILL,269
2,19,3,ALB,28
2,19,3,AVE,478
2,19,3,DEL,589
2,19,3,ILL,266
2,19,4,ALB,40
2,19,4,AVE,791
2,19,4,DEL,866
2,19,4,ILL,407
2,19,5,ALB,122
2,19,5,AVE,2055
2,19,5,DEL,1684
2,19,5,ILL,888
2,19,6,ALB,366
2,19,6,AVE,5318
2,19,6,DEL,3267
2,19,6,ILL,2574
2,19,7,ALB,885
2,19,7,AVE,7200
2,19,7,DEL,5021
2,19,7,ILL,5926
2,19,8,ALB,1143
2,19,8,AVE,7609
2,19,8,DEL,6068
2,19,8,ILL,6237
2,19,9,ALB,1140
2,19,9,AVE,7198
2,19,9,DEL,5342
2,19,9,ILL,5566
2,19,10,ALB,906
2,19,10,AVE,7469
2,19,10,DEL,5183
2,19,10,ILL,5065
2,19,11,ALB,861
2,19,11,AVE,7946
2,19,11,DEL,5226
2,19,11,ILL,4788
2,19,12,ALB,926
2,19,12,AVE,7962
2,19,12,DEL,5078
2,19,12,ILL,4407
2,19,13,ALB,893
2,19,13,AVE,8069
2,19,13,DEL,5220
2,19,13,ILL,4425
2,19,14,ALB,854
2,19,14,AVE,8330
2,19,14,DEL,5117
2,19,14,ILL,4279
2,19,15,ALB,931
2,19,15,AVE,8652
2,19,15,DEL,5140
2,19,15,ILL,4219
2,19,16,ALB,921
2,19,16,AVE,9165
2,19,16,DEL,5106
2,19,16,ILL,4402
2,19,17,ALB,1066
2,19,17,AVE,9203
2,19,17,DEL,5465
2,19,17,ILL,5311
2,19,18,ALB,1038
2,19,18,AVE,9238
2,19,18,DEL,5118
2,19,18,ILL,5267
2,19,19,ALB,869
2,19,19,AVE,5880
2,19,19,DEL,3377
2,19,19,ILL,4527
2,19,20,ALB,636
2,19,20,AVE,7194
2,19,20,DEL,4182
2,19,20,ILL,3217
2,19,21,ALB,410
2,19,21,AVE,4590
2,19,21,DEL,2869
2,19,21,ILL,2035
2,19,22,ALB,219
2,19,22,AVE,3127
2,19,22,DEL,2019
2,19,22,ILL,1382
2,19,23,ALB,198
2,19,23,AVE,2381
2,19,23,DEL,1691
2,19,23,ILL,1347
2,20,0,ALB,162
2,20,0,AVE,2036
2,20,0,DEL,1446
2,20,0,ILL,1308
2,20,1,ALB,85
2,20,1,AVE,1123
2,20,1,DEL,795
2,20,1,ILL,567
2,20,2,ALB,47
2,20,2,AVE,681
2,20,2,DEL,495
2,20,2,ILL,276
2,20,3,ALB,27
2,20,3,AVE,565
2,20,3,DEL,531
2,20,3,ILL,269
2,20,4,ALB,46
2,20,4,AVE,788
2,20,4,DEL,882
2,20,4,ILL,398
2,20,5,ALB,110
2,20,5,AVE,2250
2,20,5,DEL,1773
2,20,5,ILL,919
2,20,6,ALB,348
2,20,6,AVE,5458
2,20,6,DEL,3232
2,20,6,ILL,2457
2,20,7,ALB,960
2,20,7,AVE,7244
2,20,7,DEL,5089
2,20,7,ILL,5618
2,20,8,ALB,1205
2,20,8,AVE,7956
2,20,8,DEL,5918
2,20,8,ILL,6245
2,20,9,ALB,1154
2,20,9,AVE,7200
2,20,9,DEL,5557
2,20,9,ILL,5612
2,20,10,ALB,1000
2,20,10,AVE,7670
2,20,10,DEL,5323
2,20,10,ILL,5116
2,20,11,ALB,864
2,20,11,AVE,7849
2,20,11,DEL,5062
2,20,11,ILL,4823
2,20,12,ALB,904
2,20,12,AVE,8248
2,20,12,DEL,5238
2,20,12,ILL,4703
2,20,13,ALB,939
2,20,13,AVE,8407
2,20,13,DEL,5172
2,20,13,ILL,4630
2,20,14,ALB,933
2,20,14,AVE,8278
2,20,14,DEL,5078
2,20,14,ILL,4526
2,20,15,ALB,976
2,20,15,AVE,8120
2,20,15,DEL,4695
2,20,15,ILL,4596
2,20,16,ALB,977
2,20,16,AVE,9683
2,20,16,DEL,5140
2,20,16,ILL,4676
2,20,17,ALB,1066
2,20,17,AVE,8775
2,20,17,DEL,4370
2,20,17,ILL,5216
2,20,18,ALB,1196
2,20,18,AVE,8659
2,20,18,DEL,1302
2,20,18,ILL,5897
2,20,19,ALB,1369
2,20,19,AVE,8391
2,20,19,DEL,2028
2,20,19,ILL,4564
2,20,20,ALB,715
2,20,20,AVE,7754
2,20,20,DEL,4234
2,20,20,ILL,3323
2,20,21,ALB,438
2,20,21,AVE,5110
2,20,21,DEL,3342
2,20,21,ILL,2326
2,20,22,ALB,277
2,20,22,AVE,3162
2,20,22,DEL,2172
2,20,22,ILL,1578
2,20,23,ALB,171
2,20,23,AVE,2551
2,20,23,DEL,1640
2,20,23,ILL,1227
2,21,0,ALB,158
2,21,0,AVE,2051
2,21,0,DEL,1395
2,21,0,ILL,979
2,21,1,ALB,96
2,21,1,AVE,1289
2,21,1,DEL,870
2,21,1,ILL,618
2,21,2,ALB,54
2,21,2,AVE,771
2,21,2,DEL,568
2,21,2,ILL,427
2,21,3,ALB,47
2,21,3,AVE,597
2,21,3,DEL,649
2,21,3,ILL,316
2,21,4,ALB,54
2,21,4,AVE,930
2,21,4,DEL,856
2,21,4,ILL,446
2,21,5,ALB,146
2,21,5,AVE,2386
2,21,5,DEL,1793
2,21,5,ILL,1036
2,21,6,ALB,393
2,21,6,AVE,5401
2,21,6,DEL,3679
2,21,6,ILL,2518
2,21,7,ALB,995
2,21,7,AVE,7572
2,21,7,DEL,5166
2,21,7,ILL,5642
2,21,8,ALB,1252
2,21,8,AVE,7600
2,21,8,DEL,6094
2,21,8,ILL,5968
2,21,9,ALB,1079
2,21,9,AVE,7190
2,21,9,DEL,5485
2,21,9,ILL,5110
2,21,10,ALB,958
2,21,10,AVE,7745
2,21,10,DEL,5428
2,21,10,ILL,4912
2,21,11,ALB,963
2,21,11,AVE,8146
2,21,11,DEL,5548
2,21,11,ILL,4918
2,21,12,ALB,940
2,21,12,AVE,8637
2,21,12,DEL,5575
2,21,12,ILL,4491
2,21,13,ALB,1005
2,21,13,AVE,8961
2,21,13,DEL,5615
2,21,13,ILL,4721
2,21,14,ALB,970
2,21,14,AVE,9136
2,21,14,DEL,5680
2,21,14,ILL,4593
2,21,15,ALB,968
2,21,15,AVE,9452
2,21,15,DEL,5728
2,21,15,ILL,4778
2,21,16,ALB,1057
2,21,16,AVE,9605
2,21,16,DEL,5733
2,21,16,ILL,4863
2,21,17,ALB,1029
2,21,17,AVE,9677
2,21,17,DEL,5542
2,21,17,ILL,5170
2,21,18,ALB,996
2,21,18,AVE,9527
2,21,18,DEL,5307
2,21,18,ILL,5154
2,21,19,ALB,804
2,21,19,AVE,7723
2,21,19,DEL,4616
2,21,19,ILL,3894
2,21,20,ALB,713
2,21,20,AVE,7804
2,21,20,DEL,4829
2,21,20,ILL,3453
2,21,21,ALB,600
2,21,21,AVE,6377
2,21,21,DEL,4397
2,21,21,ILL,2858
2,21,22,ALB,337
2,21,22,AVE,4163
2,21,22,DEL,2932
2,21,22,ILL,1759
2,21,23,ALB,222
2,21,23,AVE,3000
2,21,23,DEL,2095
2,21,23,ILL,1265
2,22,0,ALB,226
2,22,0,AVE,2787
2,22,0,DEL,1952
2,22,0,ILL,1201
2,22,1,ALB,189
2,22,1,AVE,2309
2,22,1,DEL,1610
2,22,1,ILL,1029
2,22,2,ALB,106
2,22,2,AVE,1627
2,22,2,DEL,1122
2,22,2,ILL,664
2,22,3,ALB,83
2,22,3,AVE,1249
2,22,3,DEL,939
2,22,3,ILL,565
2,22,4,ALB,93
2,22,4,AVE,1384
2,22,4,DEL,1270
2,22,4,ILL,700
2,22,5,ALB,138
2,22,5,AVE,2244
2,22,5,DEL,2066
2,22,5,ILL,1056
2,22,6,ALB,260
2,22,6,AVE,3345
2,22,6,DEL,2851
2,22,6,ILL,1434
2,22,7,ALB,419
2,22,7,AVE,4337
2,22,7,DEL,3009
2,22,7,ILL,1724
2,22,8,ALB,677
2,22,8,AVE,5155
2,22,8,DEL,3386
2,22,8,ILL,2102
2,22,9,ALB,783
2,22,9,AVE,5626
2,22,9,DEL,3782
2,22,9,ILL,2546
2,22,10,ALB,711
2,22,10,AVE,6180
2,22,10,DEL,4241
2,22,10,ILL,2680
2,22,11,ALB,807
2,22,11,AVE,6641
2,22,11,DEL,4315
2,22,11,ILL,2876
2,22,12,ALB,735
2,22,12,AVE,7026
2,22,12,DEL,4502
2,22,12,ILL,3096
2,22,13,ALB,777
2,22,13,AVE,6755
2,22,13,DEL,4407
2,22,13,ILL,2959
2,22,14,ALB,646
2,22,14,AVE,5824
2,22,14,DEL,3934
2,22,14,ILL,2710
2,22,15,ALB,642
2,22,15,AVE,5961
2,22,15,DEL,3712
2,22,15,ILL,2602
2,22,16,ALB,654
2,22,16,AVE,5960
2,22,16,DEL,3607
2,22,16,ILL,2664
2,22,17,ALB,619
2,22,17,AVE,5789
2,22,17,DEL,3703
2,22,17,ILL,2571
2,22,18,ALB,627
2,22,18,AVE,5893
2,22,18,DEL,3672
2,22,18,ILL,2848
2,22,19,ALB,727
2,22,19,AVE,6827
2,22,19,DEL,4321
2,22,19,ILL,3269
2,22,20,ALB,799
2,22,20,AVE,7327
2,22,20,DEL,4866
2,22,20,ILL,3739
2,22,21,ALB,674
2,22,21,AVE,6790
2,22,21,DEL,4459
2,22,21,ILL,2988
2,22,22,ALB,436
2,22,22,AVE,4405
2,22,22,DEL,3439
2,22,22,ILL,1887
2,22,23,ALB,296
2,22,23,AVE,3266
2,22,23,DEL,2611
2,22,23,ILL,1550
2,23,0,ALB,267
2,23,0,AVE,3403
2,23,0,DEL,2403
2,23,0,ILL,1497
2,23,1,ALB,268
2,23,1,AVE,3189
2,23,1,DEL,2093
2,23,1,ILL,1237
2,23,2,ALB,200
2,23,2,AVE,2644
2,23,2,DEL,1691
2,23,2,ILL,1077
2,23,3,ALB,133
2,23,3,AVE,1750
2,23,3,DEL,1307
2,23,3,ILL,743
2,23,4,ALB,89
2,23,4,AVE,1390
2,23,4,DEL,1235
2,23,4,ILL,661
2,23,5,ALB,137
2,23,5,AVE,1829
2,23,5,DEL,1933
2,23,5,ILL,846
2,23,6,ALB,160
2,23,6,AVE,2412
2,23,6,DEL,2796
2,23,6,ILL,1080
2,23,7,ALB,167
2,23,7,AVE,2492
2,23,7,DEL,2797
2,23,7,ILL,972
2,23,8,ALB,217
2,23,8,AVE,2406
2,23,8,DEL,1854
2,23,8,ILL,1015
2,23,9,ALB,274
2,23,9,AVE,3008
2,23,9,DEL,2222
2,23,9,ILL,1260
2,23,10,ALB,358
2,23,10,AVE,3948
2,23,10,DEL,2850
2,23,10,ILL,1755
2,23,11,ALB,460
2,23,11,AVE,5103
2,23,11,DEL,3570
2,23,11,ILL,2254
2,23,12,ALB,541
2,23,12,AVE,6075
2,23,12,DEL,3961
2,23,12,ILL,2699
2,23,13,ALB,506
2,23,13,AVE,5266
